subject,run_ordinal,session_id,run_id,run_label,nframes,raw_samples,mri_ttl_rises,bm_mri_onset_sample,coverage_margin_samples,individual_ttl_validated,final_volume_replacement_required,alignment_method,status
5,67,14,3,session14_run03,495,388400,496,6798,5407,1,0,individual MRI TTL edges,ok
5,68,14,4,session14_run04,499,389250,500,6678,3337,1,0,individual MRI TTL edges,ok
5,69,14,5,session14_run05,504,391550,505,5569,2946,1,0,individual MRI TTL edges,ok
5,70,14,6,session14_run06,508,398050,509,6835,5141,1,0,individual MRI TTL edges,ok
5,71,15,1,session15_run01,493,408600,494,18309,15617,1,0,individual MRI TTL edges,ok
5,72,15,2,session15_run02,488,386450,489,12085,3491,1,0,individual MRI TTL edges,ok
5,73,15,3,session15_run03,503,389050,503,7326,-550,1,1,individual MRI TTL edges,ok
5,74,15,4,session15_run04,493,393100,494,15797,2628,1,0,individual MRI TTL edges,ok
5,75,15,5,session15_run05,490,382750,491,5237,5119,1,0,individual MRI TTL edges,ok
5,76,16,1,session16_run01,492,390150,493,12075,4160,1,0,individual MRI TTL edges,ok
5,77,16,2,session16_run02,491,387350,492,8886,5309,1,0,individual MRI TTL edges,ok
5,78,16,3,session16_run03,497,389250,498,6758,4777,1,0,individual MRI TTL edges,ok
5,79,16,4,session16_run04,491,389150,492,8839,7156,1,0,individual MRI TTL edges,ok
5,80,16,5,session16_run05,489,389050,490,7863,9552,1,0,individual MRI TTL edges,ok
6,1,1,1,session01_run01,514,399750,514,7175,1941,1,0,individual MRI TTL edges,ok
6,2,1,2,session01_run02,509,395600,510,6631,2135,1,0,individual MRI TTL edges,ok
6,3,1,3,session01_run03,498,388300,499,7281,2545,1,0,individual MRI TTL edges,ok
6,4,1,4,session01_run04,500,416950,501,7401,29555,1,0,individual MRI TTL edges,ok
6,5,1,5,session01_run05,506,394300,507,7406,2340,1,0,individual MRI TTL edges,ok
6,6,1,6,session01_run06,499,388600,500,6636,2730,1,0,individual MRI TTL edges,ok
6,7,1,7,session01_run07,493,384750,494,6699,3376,1,0,individual MRI TTL edges,ok
6,8,1,8,session01_run08,503,391800,504,6610,2915,1,0,individual MRI TTL edges,ok
6,9,2,1,session02_run01,509,394750,510,5612,2304,1,0,individual MRI TTL edges,ok
6,10,2,2,session02_run02,503,392150,504,6759,3117,1,0,individual MRI TTL edges,ok
6,11,2,3,session02_run03,495,386200,496,6766,3239,1,0,individual MRI TTL edges,ok
6,12,2,4,session02_run04,513,399600,514,7034,2692,1,0,individual MRI TTL edges,ok
6,13,2,5,session02_run05,505,393300,506,7023,2482,1,0,individual MRI TTL edges,ok
6,14,2,6,session02_run06,497,388700,498,6930,4055,1,0,individual MRI TTL edges,ok
6,15,2,7,session02_run07,502,391800,502,7720,2565,1,0,individual MRI TTL edges,ok
6,16,2,8,session02_run08,514,401700,514,6239,4827,1,0,individual MRI TTL edges,ok
6,17,3,1,session03_run01,503,391200,504,6581,2344,1,0,individual MRI TTL edges,ok
6,18,3,2,session03_run02,491,383700,492,8104,2442,1,0,individual MRI TTL edges,ok
6,19,3,3,session03_run03,508,395800,509,7077,2649,1,0,individual MRI TTL edges,ok
6,20,3,4,session03_run04,502,391250,503,6250,3486,1,0,individual MRI TTL edges,ok
6,21,3,5,session03_run05,502,390800,503,6658,2627,1,0,individual MRI TTL edges,ok
6,22,3,6,session03_run06,491,384900,492,7821,3924,1,0,individual MRI TTL edges,ok
6,23,3,7,session03_run07,510,397250,511,6947,2708,1,0,individual MRI TTL edges,ok
6,24,3,8,session03_run08,490,381100,491,6056,2649,1,0,individual MRI TTL edges,ok
6,25,4,1,session04_run01,493,383650,494,6673,2302,1,0,individual MRI TTL edges,ok
6,26,4,2,session04_run02,501,389950,502,6491,2704,1,0,individual MRI TTL edges,ok
6,27,4,3,session04_run03,514,402100,514,7604,3862,1,0,individual MRI TTL edges,ok
6,28,4,4,session04_run04,506,394200,507,6927,2718,1,0,individual MRI TTL edges,ok
6,29,4,5,session04_run05,514,401700,514,6646,4419,1,0,individual MRI TTL edges,ok
6,30,4,6,session04_run06,510,412850,511,16833,8423,1,0,individual MRI TTL edges,ok
6,31,4,7,session04_run07,512,398650,513,6644,2891,1,0,individual MRI TTL edges,ok
6,32,4,8,session04_run08,514,402500,514,6944,4922,1,0,individual MRI TTL edges,ok
6,33,5,1,session05_run01,497,393500,498,6658,9128,1,0,individual MRI TTL edges,ok
6,34,5,2,session05_run02,492,385000,493,7021,4064,1,0,individual MRI TTL edges,ok
6,35,5,3,session05_run03,501,391450,502,6812,3884,1,0,individual MRI TTL edges,ok
6,36,5,4,session05_run04,501,390350,502,6557,3038,1,0,individual MRI TTL edges,ok
6,37,5,5,session05_run05,503,393400,504,6591,4535,1,0,individual MRI TTL edges,ok
6,38,5,6,session05_run06,489,382150,490,6752,3763,1,0,individual MRI TTL edges,ok
6,39,5,7,session05_run07,492,387050,493,9875,3260,1,0,individual MRI TTL edges,ok
6,40,5,8,session05_run08,495,385350,496,6486,2669,1,0,individual MRI TTL edges,ok
6,41,6,1,session06_run01,501,389600,502,6588,2258,1,0,individual MRI TTL edges,ok
6,42,6,2,session06_run02,513,407650,514,14906,2869,1,0,individual MRI TTL edges,ok
6,43,6,3,session06_run03,514,399450,514,6467,2348,1,0,individual MRI TTL edges,ok
6,44,6,4,session06_run04,514,408950,514,6772,11544,1,0,individual MRI TTL edges,ok
6,45,6,5,session06_run05,514,402350,514,7608,4107,1,0,individual MRI TTL edges,ok
6,46,6,6,session06_run06,492,382800,492,7046,1839,1,0,individual MRI TTL edges,ok
6,47,7,1,session07_run01,509,396500,510,6999,2666,1,0,individual MRI TTL edges,ok
6,48,7,2,session07_run02,507,394350,508,6785,2251,1,0,individual MRI TTL edges,ok
6,49,7,3,session07_run03,507,395000,508,6753,2932,1,0,individual MRI TTL edges,ok
6,50,7,4,session07_run04,502,390750,503,6846,2390,1,0,individual MRI TTL edges,ok
6,51,7,5,session07_run05,501,391700,502,7048,3898,1,0,individual MRI TTL edges,ok
6,52,7,6,session07_run06,503,392700,504,6985,3441,1,0,individual MRI TTL edges,ok
6,53,7,7,session07_run07,502,391700,503,6330,3856,1,0,individual MRI TTL edges,ok
6,54,7,8,session07_run08,499,389300,500,7347,2719,1,0,individual MRI TTL edges,ok
6,55,8,1,session08_run01,506,394450,507,6768,3127,1,0,individual MRI TTL edges,ok
6,56,8,2,session08_run02,509,396450,510,7304,2312,1,0,individual MRI TTL edges,ok
6,57,8,3,session08_run03,504,392900,505,7243,2622,1,0,individual MRI TTL edges,ok
6,58,8,4,session08_run04,508,396800,509,7162,3564,1,0,individual MRI TTL edges,ok
6,59,8,5,session08_run05,500,389750,501,6988,2767,1,0,individual MRI TTL edges,ok
6,60,8,6,session08_run06,503,394150,504,7623,4252,1,0,individual MRI TTL edges,ok
6,61,8,7,session08_run07,502,391250,503,6689,3047,1,0,individual MRI TTL edges,ok
6,62,8,8,session08_run08,497,388000,498,5970,4316,1,0,individual MRI TTL edges,ok
6,63,8,9,session08_run09,502,390700,503,6429,2757,1,0,individual MRI TTL edges,ok
6,64,9,1,session09_run01,507,404400,508,15854,3231,1,0,individual MRI TTL edges,ok
6,65,9,2,session09_run02,494,394650,495,14613,4602,1,0,individual MRI TTL edges,ok
6,66,9,3,session09_run03,514,403600,514,6856,6109,1,0,individual MRI TTL edges,ok
6,67,9,4,session09_run04,494,385850,495,7161,3255,1,0,individual MRI TTL edges,ok
6,68,9,5,session09_run05,514,412100,514,6617,14849,1,0,individual MRI TTL edges,ok
6,69,9,6,session09_run06,492,384300,493,7042,3343,1,0,individual MRI TTL edges,ok
6,70,9,7,session09_run07,504,394350,505,7395,3920,1,0,individual MRI TTL edges,ok
6,71,9,8,session09_run08,502,391650,503,7207,2929,1,0,individual MRI TTL edges,ok
6,72,9,9,session09_run09,514,401950,514,6915,4400,1,0,individual MRI TTL edges,ok
6,73,10,1,session10_run01,508,410350,509,16535,7740,1,0,individual MRI TTL edges,ok
6,74,10,2,session10_run02,506,400500,507,13579,2366,1,0,individual MRI TTL edges,ok
6,75,10,3,session10_run03,501,392300,502,7045,4500,1,0,individual MRI TTL edges,ok
6,76,10,4,session10_run04,503,393200,504,7274,3651,1,0,individual MRI TTL edges,ok
6,77,10,5,session10_run05,510,396450,511,6578,2277,1,0,individual MRI TTL edges,ok
6,78,10,6,session10_run06,505,402750,506,15492,3464,1,0,individual MRI TTL edges,ok
6,79,10,7,session10_run07,491,384800,492,8297,3348,1,0,individual MRI TTL edges,ok
6,80,10,8,session10_run08,492,384650,492,6751,3985,1,0,individual MRI TTL edges,ok
